name,description,cuisine,course,diet,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,image_url
Sautéed Aubergine With Tamarind Recipe,Sautéed Aubergine With Tamarind Recipe is a perfect dish for dinners or lunches. Makes an elegant dish for the lent season as well. The flavor comes from the tangy tamarind juice or paste which leaves your taste buds tingling and wanting more. Sautéed Aubergine With Tamarind Recipe is a super simple and abundantly flavorful dish that is perfect as a side for rotis/chapathis or plain rice.,Indian,Lunch,Vegetarian,"Small Green brinjal (green aubergine), Onion, Tomatoes, Tamarind Paste, Red Chilli powder, Turmeric powder (Haldi), Coriander (Dhania) Leaves, Jaggery, Salt, Oil","6 Small Green brinjal (green aubergine) , cut to bite size  2 Onion , finely chopped  2 Tomatoes , diced  2 teaspoons Tamarind Paste , (adjust)  1 to 2 teaspoon Red Chilli powder , (adjust)  1/2 teaspoon Turmeric powder (Haldi) Coriander (Dhania) Leaves , a bunch, finely chopped  1/2 teaspoon Jaggery , grated Salt , salt - to taste Oil , to cook",30.0,50.0,"To prepare Sautéed Aubergine With Tamarind Recipe, slice each aubergine into 4 and then dice it into medium sized chunks. Keep aside. Once tamarind has soaked for a few hours in water, pulp out the extract, strain from its residues and keep aside.Heat oil in a pan and shallow fry the diced aubergines for a few minutes. Saute till the aubergines wilt a little or is soft and cooked till aldente. Once done, remove from pan and keep aside.Into the same pan, add some more oil and add finely sliced onions and saute until it turns translucent. Into this add the shallow fried aubergine pieces and combine well.Now add the diced tomatoes along with salt and mix well. Add a little water into the pan and cover and cook till tomato turns soft. (approx. 5 minutes)Now add in the chilli and turmeric powders and toss well. Add just a little more water and continue to cover and cook on low heat till the aubergine is cooked through.Once the aubergine is cooked well, remove the lid and add the tamarind juice or paste into it and combine well. (add tamarind paste/juice little by little and check for sourness to get the right balance of flavours)Cook without lid till the gravy has reduced and has a semi-thick consistency. Add powdered jaggery at this time and mix well. Garnish Sautéed Aubergine With Tamarind Recipe with chopped coriander leaves and serve with rotis/chapathis or plain rice.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Donna_George/aubergine_in_tamarind_curry.jpg
Mavinakayi menasinakai curry recipe - raw mango coconut curry,Mangalorean Mavinakayi Menasinakai Curry Recipe-Raw Mango Coconut Curry made with roasted and ground spices with fresh grated coconut. There is a distinguished aroma emanating from the curry due to sesame seeds added to the masala.,Mangalorean,Side Dish,Vegetarian,"Mango (Raw), Jaggery, Turmeric powder (Haldi), Tamarind Water, Salt, Fresh coconut, White Urad Dal (Split), Chana dal (Bengal Gram Dal), Methi Seeds (Fenugreek Seeds), Cumin seeds (Jeera), Sesame seeds (Til seeds), Dry Red Chillies, Coconut Oil, SSP Asafoetida (Hing), Mustard seeds (Rai/ Kadugu), Curry leaves","1 cup Mango (Raw) , diced  2 tablespoons Jaggery  1/4 teaspoon Turmeric powder (Haldi)  1/4 cup Tamarind Water Salt , to taste For Ground Masala 1 cup Fresh coconut , grated  2 teaspoons White Urad Dal (Split)  1 teaspoon Chana dal (Bengal Gram Dal)  1/4 teaspoon Methi Seeds (Fenugreek Seeds)  1/2 teaspoon Cumin seeds (Jeera)  2 teaspoons Sesame seeds (Til seeds)  4 Dry Red Chillies , (adjust) For Tempering: 2 teaspoons Coconut Oil  1/4 teaspoon SSP Asafoetida (Hing)  1 teaspoon Mustard seeds (Rai/ Kadugu) Curry leaves , a few",15.0,20.0,"To begin making Mangalorean Mavinakayi Menasinakai Curry Recipe cut the peeled raw mango into bite sized pieces and discard the stone/seed.Into a pressure cooker add the raw mango, tamarind water, jaggery, turmeric powder, salt to taste and pressure cook for 2 whistles and turn off the heat. Allow the pressure to release naturally.Meanwhile we can make the ground coconut masala.Into a preheated pan add urad dal, chana dal, methi seeds, cumin seeds, sesame seeds and dry red chillies and roast on medium heat until the dal is golden brown and crisp. Keep aside to cool.Add the roasted dal into a mixer grinder along with coconut,1/2 cup warm water and blend into a smooth paste.Add the ground mixture into the mango curry and add more water to adjust the consistency. Bring Mangalorean Mavinakayi Menasinakai Curry to a brisk boil.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Raw_Mango_Coconut_Curry__Mavinakayi_Menasinakai_Curry_Recipe_11_1600.jpg
Konaseema Kodi Kura Recipe - Andhra Style Chicken Curry ,Konaseema Kodi Kura is a quite a popular recipe from Andhra and every house has got their own version. It is quite easy to make and does not take too much time to make it.,Andhra,Dinner,High Protein Non Vegetarian,"Chicken, Onion, Ginger Garlic Paste, Homemade tomato puree, Green Chillies, Dry Red Chilli, Poppy seeds, Raw Peanuts (Moongphali), Curry leaves, Cumin powder (Jeera), Coriander Powder (Dhania), Red Chilli powder, Garam masala powder, Coconut milk, Salt, Coriander (Dhania) Leaves, Oil","1/2 Kg Chicken , washed & cleaned  2 Onion , chopped  1 Tablespoon Ginger Garlic Paste  1 cup Homemade tomato puree  2 Green Chillies  2 Dry Red Chilli  2 teaspoon Poppy seeds  3 tablespoon Raw Peanuts (Moongphali)  4 Curry leaves  1-1/2 teaspoon Cumin powder (Jeera)  1-1/2 teaspoon Coriander Powder (Dhania)  1 teaspoon Red Chilli powder  1/2 teaspoon Garam masala powder  1/4 cup Coconut milk Salt , to taste   Coriander (Dhania) Leaves , few (chopped) Oil , as required",10.0,30.0,"To begin making the Konaseema Kodi Kura recipe, take the clean & washed chicken and keep it aside.Next roast dried red chili, poppy seeds and peanuts in a pan on medium flame for about 5-67 minutes on low flame.Once they have cooled down then grind them together to make a smooth paste.Now heat oil in a presser cooker and add chopped onions, curry leaves and chopped green chilies. Let it cook for minutes and once you start getting the aroma then add the ginger garlic paste. Let it cook again for a couple of minutes.Next we have to add the clean chicken pieces, salt and turmeric powder. Mix and let it cook for 5 to 7 minutes.Now add the paste which we made earlier. And then add the tomato puree, coriander powder, cumin powder and red chili powder. Give it a good stir and then add 1/2 cup water. Put the pressure cooker lid on and let it cook for 15 to 20 minutes or till you hear two whistles. After 2 whistles, open the lid and let it cook on low heat. Add garam masala powder and coconut milk & mix it well and cook for another 10 to 12 minutes. Garnish with fresh coriander leaves & Serve.Serve Konaseema Kodi Kura along with Steamed Rice and Andhra Style Chepa Vepudu Recipe - Andhra Fish Fry Recipe for your weekday meal. ",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Konaseema_Kodi_Kura.jpg
Pumpkin Hummus Recipe,"Pumpkin Hummus Recipe is a dip that has a twist from the original classic hummus recipe. Hummus is a popular Middle Eastern dip with the main ingredients as chickpeas. The Pumpkin Hummus is a whole dip, packed with nutrition that can be served as a spread on sandwiches, wraps, along with pita bread, crackers or even veggie sticks. These are perfect make ahead spreads that can come in handy for a week day lunch box for kids.",Middle Eastern,,High Protein Vegetarian,"Pumpkin puree, Kabuli Chana (White Chickpeas), Garlic, Tahini, Extra Virgin Olive Oil, Lemons, Salt, Cumin powder (Jeera), Red Chilli flakes","1/2 Pumpkin puree  1 cup Kabuli Chana (White Chickpeas) , soaked overnight and pressure cooked  4 cloves Garlic  4 tablespoon Tahini  1/4 cup Extra Virgin Olive Oil  2 Lemons , juiced Salt , to taste  1/2 teaspoon Cumin powder (Jeera) Red Chilli flakes , (adjust to taste)",20.0,30.0,"To begin making the Pumpkin Hummus Recipe, we will first have to get the chickpea cooked to perfection. For this, soak the chickpeas for at least 6 to 8 hours and cook them until very soft. You can use the pressure cooker method for cooking the chickpeas. Click to watch the video of how to cook chickpea in the pressure cooker.You will know the chickpea is cooked to perfection, when you press it between your fingers, it will mash easily. Once the chickpeas are cooked well, drain the excess water and keep the water and chickpeas aside. Make the pumpkin puree (Click to see how to make the homemade pumpkin puree recipe)Add the chickpeas and the remaining ingredients into a food processor and blend to make a smooth paste. The texture is a personal choice, you can choose to have it lightly coarse or make it extremely smooth. Add a little bit of the chickpea water if required to blend well. Once done, transfer the hummus to the serving bowl and garnish the Pumpkin Hummus with olive oil, a sprig of coriander or parsley and sprinkle some chili powder on top.Serve the Pumpkin Hummus with pita bread, crackers or veggie sticks or even as a spread for sandwiches and wraps.",https://www.archanaskitchen.com/images/archanaskitchen/World_Dips/Pumpkin_Hummus_Recipe-2.jpg
Kodava Mudi Chekke Barthad Recipe - Raw Jackfruit & Black Chickpea Stir Fry,Kodava Mudi Chekke Barthad Recipe-Raw Jackfruit & Black Chickpea Stir Fry is a classic combination in kodagu district. The jackfruit seeds are widely in most of the South Indian cooking.,Coorg,Lunch,Vegetarian,"Jackfruit Seeds (Kathal), Kala Chana (Brown Chickpeas), Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Curry leaves, Tomato, Tamarind Water, Turmeric powder (Haldi), Dry Red Chillies, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Cloves (Laung), Cinnamon Stick (Dalchini), Fresh coconut, Ginger, Garlic","10 Jackfruit Seeds (Kathal)  1 cup Kala Chana (Brown Chickpeas) , soaked overnight  1 teaspoon Mustard seeds (Rai/ Kadugu)  1/2 teaspoon Cumin seeds (Jeera)  1 sprig Curry leaves  1 Tomato , chopped  1/2 cup Tamarind Water  1 teaspoon Turmeric powder (Haldi) For Grinding 4 Dry Red Chillies  1 teaspoon Cumin seeds (Jeera)  1 teaspoon Coriander (Dhania) Seeds  2 Cloves (Laung)  1 inch Cinnamon Stick (Dalchini)  1/2 cup Fresh coconut  1 inch Ginger  4 cloves Garlic",10.0,45.0,"To begin making the Kodava Mudi Chekke Barthad Recipe, soak the chickpeas overnight and pressure cook them in 2 cups of water, salt to taste and cook for 6 to 8 whistles for about 20 to 25 minutes.Once done allow the pressure to release naturally. Drain the water out from the chickpeas. Into the same cooker add the jackfruit seeds and 1 cup of water and pressure cook for at least 3 whistles.Release the pressure, drain any excess water and leave the seeds to dry, once it has cool down, peel off the skin and chop them into small pieces.Grind, dry red chillies, cumin seeds, coriander seeds, cloves, cinnamon, coconut, ginger and garlic to a coarse paste, you can add little water if needed. Keep it aside.Heat a kadai with oil, add mustard seeds, cumin seeds and splutter for few seconds. Add curry leaves and allow it to crackle for few seconds.Add in chopped tomatoes and saute till the tomatoes become slightly mushy. Add in the ground coconut masala. Sprinkle turmeric powder and salt and give it a mix.Cook for 5 minutes and add in the boiled chickpeas and chopped jackfruit. Pour in the tamarind water and sprinkle salt for seasonings and mix well.Cook the Mudi Chekke Barthad for another 2 minutes until all the masala has been absorbed. Check the salt and spices and adjust to taste accordingly. Once done turn off the heat and transfer the Mudi Chekke Barthad to a serving bowl.Serve the Kodava Mudi Chekke Barthad Recipe along with Palak Tovve or Palak Dal  and Jolada Roti and Raita to have it for your every Lunch Meals.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/July-25/Mudi_Chekke_Barthad_Recipe_Raw_Jackfruit_Seeds_and_Black_Chickpea_Sabzi-2_1600.jpg
Konkani Style Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,"Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry, Koddel one of the traditional curry made by people in the Konkan region. Koddel is basically a coconut and dry red chilli gravy that seasoned with good amount of garlic. The vegetable that is being added into the curry may vary depending on the seasonal produce. It is usually the mangalore cucumber that are locally available and it is accompanied with lentils like horse gram or black eyed peas.",Konkan,Lunch,Vegetarian,"Drumstick, Mangalorean cucumber, Tamarind Water, Red Chilli powder, Turmeric powder (Haldi), Jaggery, Garlic, Salt, Dry Red Chillies, Coriander (Dhania) Seeds, Fresh coconut","1 Drumstick , cut into 1 inch  1 Mangalorean cucumber , cut into small pieces with the skin  1 cup Tamarind Water  1 teaspoon Red Chilli powder  1 teaspoon Turmeric powder (Haldi)  1 tablespoon Jaggery  4 cloves Garlic , roughly chopped Salt , to taste Masala To roast and grind 5 Dry Red Chillies  1 tablespoon Coriander (Dhania) Seeds  1/2 cup Fresh coconut",20.0,30.0,"To begin making the Maskasangi Magge Koddel Recipe, prep all the ingredients and keep them aside.We will first begin to roast the ingredients to be ground into a masala  in ""Masala To roast and grind""In a small skillet, roast red chillies and coriander seeds until well roasted.  Grind it along with coconut, add a little water to make a smooth paste.Heat a pressure cooker with oil, add some crushed garlic and saute for 10 seconds. Add the mangalore cucumber and drumsticks and the tamarind water.Add in the ground masala mixture, jaggery, chilli powder and salt and about 1/2 cup of water. Cover the pressure cooker and cook for 2 to 3 whistles.Once done, turn off the heat and allow the pressure to release naturally. Check the salt and seasonings and adjust to suit your taste and serve warm.Serve the Maskasangi Magge Koddel Recipe with steamed rice or Mangalorean Neer Dosa and Chettinad Pepper Chicken Dry Recipe.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maskasangi_Magge_Kodel_Recipe_Drumstick_and_Mangalore_Cucumber_Curry.jpg
Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe,"Italian Ricotta Crostini with Olives and Cherry Tomatoes Recipe is made ciabatta bread and topped with the more common Italian cottage cheese called “Ricotta”. Ricotta has a very ancient history in Italian cuisine. Applying a thick coat of Ricotta Cheese on oven baked Ciabatta makes for an ideal starter to a long party evening. The Ricotta topped Crostini can be made to look and taste more appealing with a generous topping of olives, tomatoes and basil. One can also sprinkle oregano and chilli flakes depending on taste preference.",Italian Recipes,Appetizer,Vegetarian,"Ciabatta bread, Cherry tomatoes, Del Monte Black Olives, Ricotta Cheese, Basil leaves, Extra Virgin Olive Oil, Salt, Fresh Thyme leaves, Rosemary","1 Ciabatta bread , cut into smaller slices  15 Cherry tomatoes , halved  25 Del Monte Black Olives , sliced  200 grams Ricotta Cheese  15 Basil leaves , or oregano, finely chopped  2 teaspoons Extra Virgin Olive Oil  1 pinch Salt  1 teaspoon Fresh Thyme leaves  1 teaspoon Rosemary",5.0,15.0,"Making this easy Italian Ricotta Crostini with Olives and Cherry Tomatoes recipe requires pre-heating the oven at 180 degrees Celsius for 10 minutes.Arrange the ciabatta bread on a greased baking tray and drizzle with olive oil.Toast the bread in the oven, placing them on the middle rack at 180 degrees Celsius for 7-8 minutes or until the sides of the bread turn brown.Meanwhile, crumble the ricotta cheese and mix it well with the herbs and salt.Spread the cheese evenly on top of the toasted pieces of bread.Arrange the tomatoes and olives on top of the cheese.You can drizzle Del Monte tomato ketchup on top and serve. Your Italian party appetizer is ready to be served with Desi Style Masala Pasta Recipe and Gulkand panna cotta for an Indo-Italian fusion dinner.!!!",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Uma_Raghuraman/Italian_Ricotta_Crostini_with_Olives_and_Cherry_Tomatoes__Quick_Party_Appetiser.jpg
Doi Shorshe Chingri - Prawn Mustard Curry Recipe,"Doi Shorshe Chingri - Bengali Prawn Mustard Curry Recipe is a popular Bengali Recipe where fresh prawns are marinated in turmeric and chilli powder and then cooked in a mustard, poppy seed gravy. A few simple ingredients go into this dish but it makes the gravy extremely flavourful.",Bengali Recipes,Lunch,Non Vegeterian,"Prawns, Green Chillies, Turmeric powder (Haldi), Kashmiri Red Chilli Powder, Curd (Dahi / Yogurt), Mustard oil, Yellow mustard seeds, Poppy seeds, Green Chilli, Water, Salt","300 grams Prawns  2 Green Chillies , slit  1/4 teaspoon Turmeric powder (Haldi)  1 teaspoon Kashmiri Red Chilli Powder  1/4 cup Curd (Dahi / Yogurt)  1 tablespoon Mustard oil For the Mustard Paste 1 tablespoon Yellow mustard seeds  1/2 teaspoon Poppy seeds  1 Green Chilli  1/4 cup Water Salt , to taste",15.0,20.0,"To begin making Doi Shorshe Chingri - Bengali Prawn Mustard Curry Recipe first clean and devein the prawns and marinate it with salt, turmeric, chilli powder and keep aside.Soak the mustard and poppy seeds in water for ten minutes and grind along with green chillies and water to a smooth paste.Next heat mustard oil in a wok and once the mustard oil is hot add the slit green chillies, lower the heat and  add the mustard paste.Cook for 5 minutes on a medium flame, stirring occasionally. Add the prawns, salt and the beaten curd and cook the Doi Shorshe Chingri on low flame for another 10 minutes. Adjust the consistency of the Doi Shorshe Chingri gravy by adding water. Check the salt and spices and adjust to suit your taste.Once done, turn off the heat and transfer the Doi Shorshe Chingri to a serving bowl and serve hot.Serve Doi Shorshe Chingri with Steamed Rice , Aloo Parwal Sabzi and Mishti Doi Recipe  for a delicious meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nadira912-gmail.com/DOi_Shorshe_Chingri_Bengali_Prawn_Mustard_Curry_5.jpg
Goan Chana Ros Recipe (White Peas Curry),"Goan Chana Ros is a vegetarian dish from Goan cuisine made with dried white peas (safed vatana). In Ros recipes, we add freshly grated coconut, instead of roasted coconut which is used for many other Goan dishes. Simply roast the spices and grind along with freshly grated coconut and add to the boiled white peas to prepare this recipe. Serve Goan Chana Ros recipe with steamed rice, Kelyachyo Fodi (banana) to have a nice Goan vegetarian meal. You can also serve chana Ros with bread and rotis, but we prefer to have it as a side dish with rice.",Goan Recipes,Lunch,Vegetarian,"Dried Green Peas (Vatana), Onion, Fresh coconut, Dry Red Chillies, Coriander (Dhania) Seeds, Cloves (Laung), Tamarind, Turmeric powder (Haldi), Salt","1/2 cup Dried Green Peas (Vatana) , soaked overnight  1/2 Onion , chopped  3 tablespoon Fresh coconut , grated  4 Dry Red Chillies  1-1/2 teaspoon Coriander (Dhania) Seeds  3 Cloves (Laung)  1 inch Tamarind  1/2 teaspoon Turmeric powder (Haldi) Salt , to taste",500.0,30.0,"To prepare Goan Chana Ros recipe, soak the white peas in water for 8 hours or overnight.Pressure cook the white peas along with chopped onions by adding 1 cup water for 4-5 whistles or till boiled. Let the pressure from pressure cooker get released on its own.Dry roast coriander seeds, dry red chilies and cloves together, till nice aroma gets emitted from coriander seeds. Let it cool down.Take a Mixer and add grated coconut, tamarind and dry roasted spices. Add 1/2 to 3/4 cup water and grind this into a smooth paste.Now take a Kadai and add the ground gravy to it. Switch on the gas and keep it on low flame.After 5 minutes, add the boiled white peas along with onion to the gravy and mix well. If the gravy is thick, add remaining water from the pressure cooker and mix.Add salt to taste and simmer for 10 minutes before switching off the gas.Serve Goan Chana Ros recipe with hot rice, Kelyachyo Fodi (banana)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Raksha_Kamat/Goan_Chana_Ross.jpg
Refreshing Fruit & Vegetable Salad with Creamy Thousand Island Dressing,"A salad that is packed with vitamins with the right combination of fruits and vegetables makes it a perfect starter for your day. It is very important include fruits and vegetables as a part of your everyday diet that will help you gain the right amount of nutrition needed to sustain a healthy lifestyle. This salad is tossed with the Veeba Thousand Island Dressing , making it the perfect salad dressing that goes with freshly cut fruits and vegetables.",Continental,Dinner,Vegan,"Onion, Red grapes, Cucumber, Tomatoes, Sweet corn, Pineapple, Sunflower seeds, Veeba Thousand Island Dressing","1 Onion , sliced  1/2 cup Red grapes , halved  1 Cucumber , diced  2 Tomatoes , diced  1/4 cup Sweet corn  1 Pineapple , diced  1 tablespoon Sunflower seeds  2 tablespoons Veeba Thousand Island Dressing",10.0,0.0,"To begin making the Fruit & Vegetable Salad With Thousand Island Dressing, keep all the ingredients prepped and ready.Toss all the vegetables and fruits in a bowl, stir in the Veeba Thousand Island Dressing, the chopped basil leaves and mix well until every ingredient is coated well with the dressing.Once coated well refrigerate and serve chilled.Before serving the Fruit & Vegetable Salad, stir in the crushed black pepper and sunflower seeds and serve chilled.Serve the Fruit & Vegetable Salad along Whole Wheat Sunflower Seed Bread and a Vegetable Clear Soup With Lemongrass on the side.",https://www.archanaskitchen.com/images/archanaskitchen/10-Brands/Veeba/Veeba_Video_Fruit_and_Vegetable_Salad_With_Thousand_Island_Dressing-1.jpg
